record_id,failure_label,success,material_id,ecutwfc,ecutrho,k1,k2,k3,kpoint_product,smearing,mixing_beta,pseudo_family,n_species,elements
583,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
584,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
585,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
586,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
587,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
588,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
589,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
590,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
591,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
592,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
593,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
594,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
595,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
596,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
597,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
598,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
599,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
600,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
601,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
602,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
603,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
604,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
605,success,1,co_on_pt111,70.0,560.0,4,4,1,16,mv,0.4,PSLibrary,3,C O Pt
606,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
607,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
608,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
609,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
610,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
611,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
612,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
613,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
614,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
615,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
616,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
617,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
618,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
619,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
620,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
621,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
622,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
623,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
624,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
625,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
626,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
627,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
628,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
629,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
630,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
631,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
632,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
633,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
634,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
635,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
636,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
637,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
638,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
639,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
640,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
641,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
642,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
643,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
644,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
645,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
646,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
647,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
648,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
649,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
650,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
651,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
652,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
653,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
654,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
655,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
656,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
657,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
658,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
659,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
660,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
661,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
662,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
663,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
664,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
665,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
666,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
667,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
668,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
669,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
670,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
671,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
672,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
673,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
674,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
675,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
676,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
677,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
678,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
679,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
680,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
681,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
682,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
683,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
684,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
685,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
686,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
687,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
688,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
689,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
690,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
691,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
692,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
693,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
694,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
695,qe_error,0,co_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,3,C O Pt
696,success,1,co_on_pt111,70.0,560.0,4,4,1,16,mv,0.4,PSLibrary,3,C O Pt
697,success,1,co_on_pt111,70.0,560.0,4,4,1,16,mv,0.4,PSLibrary,3,C O Pt
698,success,1,co_on_pt111,70.0,560.0,4,4,1,16,mv,0.4,PSLibrary,3,C O Pt
699,success,1,co_on_pt111,70.0,560.0,4,4,1,16,mv,0.4,PSLibrary,3,C O Pt
700,success,1,h2_generated,50.0,400.0,1,1,1,1,gaussian,0.4,PSLibrary,1,H
701,success,1,h2_generated,50.0,400.0,1,1,1,1,gaussian,0.4,PSLibrary,1,H
702,success,1,h2_generated,50.0,400.0,1,1,1,1,gaussian,0.4,PSLibrary,1,H
703,success,1,h2_generated,50.0,400.0,1,1,1,1,gaussian,0.4,PSLibrary,1,H
704,success,1,h2_generated,50.0,400.0,1,1,1,1,gaussian,0.4,PSLibrary,1,H
705,success,1,h2_generated,50.0,400.0,1,1,1,1,gaussian,0.4,PSLibrary,1,H
706,success,1,h2_generated,50.0,400.0,1,1,1,1,gaussian,0.4,PSLibrary,1,H
707,success,1,graphene_generated,50.0,400.0,8,8,1,64,gaussian,0.4,PSLibrary,1,C
708,success,1,graphene_generated,50.0,400.0,8,8,1,64,gaussian,0.4,PSLibrary,1,C
709,success,1,graphene_generated,50.0,400.0,8,8,1,64,gaussian,0.4,PSLibrary,1,C
710,success,1,graphene_generated,50.0,400.0,8,8,1,64,gaussian,0.4,PSLibrary,1,C
711,success,1,graphene_generated,50.0,400.0,8,8,1,64,gaussian,0.4,PSLibrary,1,C
712,success,1,graphene_generated,50.0,400.0,8,8,1,64,gaussian,0.4,PSLibrary,1,C
713,success,1,h2_generated,50.0,400.0,1,1,1,1,gaussian,0.4,PSLibrary,1,H
714,success,1,h2_generated,50.0,400.0,1,1,1,1,gaussian,0.4,PSLibrary,1,H
715,success,1,h2_generated,50.0,400.0,1,1,1,1,gaussian,0.4,PSLibrary,1,H
716,success,1,h2_generated,50.0,400.0,1,1,1,1,gaussian,0.4,PSLibrary,1,H
717,success,1,h2_generated,50.0,400.0,1,1,1,1,gaussian,0.4,PSLibrary,1,H
718,success,1,h2_generated,50.0,400.0,1,1,1,1,gaussian,0.4,PSLibrary,1,H
719,success,1,h2_generated,50.0,400.0,1,1,1,1,gaussian,0.4,PSLibrary,1,H
720,success,1,h2_generated,50.0,400.0,1,1,1,1,gaussian,0.4,PSLibrary,1,H
721,success,1,h2_generated,50.0,400.0,1,1,1,1,gaussian,0.4,PSLibrary,1,H
722,success,1,h2_generated,50.0,400.0,1,1,1,1,gaussian,0.4,PSLibrary,1,H
723,success,1,h2_generated,50.0,400.0,1,1,1,1,gaussian,0.4,PSLibrary,1,H
724,success,1,h2_generated,50.0,400.0,1,1,1,1,gaussian,0.4,PSLibrary,1,H
725,success,1,h2_generated,50.0,400.0,1,1,1,1,gaussian,0.4,PSLibrary,1,H
726,success,1,h2_generated,50.0,400.0,1,1,1,1,gaussian,0.4,PSLibrary,1,H
727,success,1,h2o,50.0,400.0,1,1,1,1,gaussian,0.4,PSLibrary,2,H O
728,success,1,h2o,50.0,400.0,1,1,1,1,gaussian,0.4,PSLibrary,2,H O
729,success,1,h2o,50.0,400.0,1,1,1,1,gaussian,0.4,PSLibrary,2,H O
730,success,1,h2o,50.0,400.0,1,1,1,1,gaussian,0.4,PSLibrary,2,H O
731,success,1,h2o,50.0,400.0,1,1,1,1,gaussian,0.4,PSLibrary,2,H O
732,success,1,h2o,50.0,400.0,1,1,1,1,gaussian,0.4,PSLibrary,2,H O
733,success,1,h2o,50.0,400.0,1,1,1,1,gaussian,0.4,PSLibrary,2,H O
734,success,1,h2o,50.0,400.0,1,1,1,1,gaussian,0.4,PSLibrary,2,H O
735,success,1,h2o,50.0,400.0,1,1,1,1,gaussian,0.4,PSLibrary,2,H O
736,success,1,h2o,50.0,400.0,1,1,1,1,gaussian,0.4,PSLibrary,2,H O
737,success,1,h2o,50.0,400.0,1,1,1,1,gaussian,0.4,PSLibrary,2,H O
738,success,1,h2o_generated,60.0,480.0,1,1,1,1,gaussian,0.4,PSLibrary,2,H O
739,success,1,h2o_generated,60.0,480.0,1,1,1,1,gaussian,0.4,PSLibrary,2,H O
740,success,1,h2o_generated,60.0,480.0,1,1,1,1,gaussian,0.4,PSLibrary,2,H O
741,success,1,h2o_generated,60.0,480.0,1,1,1,1,gaussian,0.4,PSLibrary,2,H O
742,success,1,h2o_generated,60.0,480.0,1,1,1,1,gaussian,0.4,PSLibrary,2,H O
743,success,1,h2o_generated,60.0,480.0,1,1,1,1,gaussian,0.4,PSLibrary,2,H O
744,success,1,h2o_generated,60.0,480.0,1,1,1,1,gaussian,0.4,PSLibrary,2,H O
745,success,1,h2o_generated,60.0,480.0,1,1,1,1,gaussian,0.4,PSLibrary,2,H O
746,success,1,h2o_generated,60.0,480.0,1,1,1,1,gaussian,0.4,PSLibrary,2,H O
747,success,1,h2o_generated,60.0,480.0,1,1,1,1,gaussian,0.4,PSLibrary,2,H O
748,success,1,h2o_generated,60.0,480.0,1,1,1,1,gaussian,0.4,PSLibrary,2,H O
749,success,1,h_on_cu111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,2,Cu H
750,success,1,h_on_cu111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,2,Cu H
751,success,1,h_on_cu111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,2,Cu H
752,success,1,h_on_cu111,70.0,560.0,4,4,1,16,mv,0.4,PSLibrary,2,Cu H
753,success,1,h_on_cu111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,2,Cu H
754,success,1,h_on_cu111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,2,Cu H
755,success,1,h_on_cu111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,2,Cu H
756,success,1,h_on_cu111,70.0,560.0,4,4,1,16,mv,0.4,PSLibrary,2,Cu H
757,success,1,h_on_cu111,70.0,560.0,4,4,1,16,mv,0.4,PSLibrary,2,Cu H
758,success,1,h_on_cu111,70.0,560.0,4,4,1,16,mv,0.4,PSLibrary,2,Cu H
759,success,1,h_on_cu111,70.0,560.0,4,4,1,16,mv,0.4,PSLibrary,2,Cu H
760,success,1,h_on_cu111,70.0,560.0,4,4,1,16,mv,0.4,PSLibrary,2,Cu H
761,success,1,h_on_cu111,70.0,560.0,4,4,1,16,mv,0.4,PSLibrary,2,Cu H
762,success,1,h_on_cu111,70.0,560.0,4,4,1,16,mv,0.4,PSLibrary,2,Cu H
763,success,1,h_on_ni111,70.0,560.0,4,4,1,16,mv,0.4,PSLibrary,2,H Ni
764,job_not_completed,0,h_on_ni111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,2,H Ni
765,success,1,h_on_ni111,70.0,560.0,4,4,1,16,mv,0.4,PSLibrary,2,H Ni
766,success,1,h_on_ni111,70.0,560.0,4,4,1,16,mv,0.4,PSLibrary,2,H Ni
767,success,1,h_on_ni111,70.0,560.0,4,4,1,16,mv,0.4,PSLibrary,2,H Ni
768,success,1,h_on_ni111,70.0,560.0,4,4,1,16,mv,0.4,PSLibrary,2,H Ni
769,success,1,h_on_ni111,70.0,560.0,4,4,1,16,mv,0.4,PSLibrary,2,H Ni
770,success,1,h_on_ni111,70.0,560.0,4,4,1,16,mv,0.4,PSLibrary,2,H Ni
771,success,1,h_on_ni111,70.0,560.0,4,4,1,16,mv,0.4,PSLibrary,2,H Ni
772,success,1,h_on_pt111,70.0,560.0,4,4,1,16,mv,0.4,PSLibrary,2,H Pt
773,success,1,h_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,2,H Pt
774,success,1,h_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,2,H Pt
775,success,1,h_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,2,H Pt
776,success,1,h_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,2,H Pt
777,success,1,h_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,2,H Pt
778,success,1,h_on_pt111,70.0,560.0,4,4,1,16,mv,0.4,PSLibrary,2,H Pt
779,success,1,h_on_pt111,80.0,640.0,6,6,1,36,mv,0.3,PSLibrary,2,H Pt
780,success,1,h_on_pt111,70.0,560.0,4,4,1,16,mv,0.4,PSLibrary,2,H Pt
781,success,1,h_on_pt111,70.0,560.0,4,4,1,16,mv,0.4,PSLibrary,2,H Pt
782,success,1,h_on_pt111,70.0,560.0,4,4,1,16,mv,0.4,PSLibrary,2,H Pt
783,success,1,h_on_pt111,70.0,560.0,4,4,1,16,mv,0.4,PSLibrary,2,H Pt
784,success,1,h_on_pt111,70.0,560.0,4,4,1,16,mv,0.4,PSLibrary,2,H Pt
785,success,1,h_on_pt111,70.0,560.0,4,4,1,16,mv,0.4,PSLibrary,2,H Pt
786,success,1,hbn,60.0,480.0,8,8,1,64,gaussian,0.4,USPP,2,B N
787,success,1,hbn,60.0,480.0,8,8,1,64,gaussian,0.4,USPP,2,B N
788,success,1,hbn,60.0,480.0,8,8,1,64,gaussian,0.4,USPP,2,B N
789,success,1,hbn,60.0,480.0,8,8,1,64,gaussian,0.4,USPP,2,B N
790,success,1,hbn,60.0,480.0,8,8,1,64,gaussian,0.4,USPP,2,B N
791,success,1,hbn,60.0,480.0,8,8,1,64,gaussian,0.4,USPP,2,B N
792,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
793,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
794,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
795,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
796,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
797,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
798,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
799,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
800,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
801,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
802,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
803,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
804,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
805,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
806,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
807,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
808,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
809,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
810,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
811,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
812,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
813,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
814,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
815,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
816,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
817,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
818,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
819,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
820,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
821,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
822,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
823,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
824,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
825,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
826,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
827,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
828,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
829,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
830,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
831,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
832,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
833,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
834,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
835,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
836,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
837,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
838,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
839,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
840,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
841,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
842,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
843,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
844,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
845,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
846,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
847,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
848,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
849,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
850,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
851,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
852,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
853,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
854,success,1,mos2,70.0,560.0,6,6,1,36,gaussian,0.4,ONCV,2,Mo S
