failure_penalty,rank,record_id,material_id,failure_label,true_success,predicted_value,uncertainty,failure_risk,failure_aware_score
0.5,43,51,h2_r2p000000,job_not_completed,0,0.0,0.0,0.899132182884137,0.4495660914420685
0.5,44,147,bulk_cu,job_not_completed,0,0.0,0.0,0.9590077013956235,0.47950385069781176
0.5,45,900,o_on_ni111,qe_error,0,0.0,0.0,0.9592214366125992,0.4796107183062996
0.5,46,920,o_on_ni111,qe_error,0,0.0,0.0,0.9592214366125992,0.4796107183062996
0.5,47,932,o_on_ni111,qe_error,0,0.0,0.0,0.9592214366125992,0.4796107183062996
0.5,48,902,o_on_ni111,qe_error,0,0.0,0.0,0.9592214366125992,0.4796107183062996
0.5,49,614,co_on_pt111,qe_error,0,0.0,0.0,0.9771047836137583,0.48855239180687915
0.5,50,666,co_on_pt111,qe_error,0,0.0,0.0,0.9771047836137583,0.48855239180687915
1.0,1,811,mos2,success,1,0.0,0.0,4.3010752688088516e-05,4.3010752688088516e-05
1.0,2,836,mos2,success,1,0.0,0.0,4.3010752688088516e-05,4.3010752688088516e-05
1.0,3,797,mos2,success,1,0.0,0.0,4.3010752688088516e-05,4.3010752688088516e-05
1.0,4,492,bulk_tio2,success,1,0.0,0.0,0.0015188172043010262,0.0015188172043010262
1.0,5,114,bulk_alas,success,1,0.0,0.0,0.0029877437579733934,0.0029877437579733934
1.0,6,420,bulk_nial,success,1,0.0,0.0,0.007322415472714838,0.007322415472714838
1.0,7,413,bulk_ni,success,1,0.0,0.0,0.007781763935711283,0.007781763935711283
1.0,8,780,h_on_pt111,success,1,0.0,0.0,0.011938990888375578,0.011938990888375578
1.0,9,891,o_on_cu111,success,1,0.0,0.0,0.012857294100372618,0.012857294100372618
1.0,10,226,bulk_fe,success,1,0.0,0.0,0.015349589600083813,0.015349589600083813
1.0,11,543,co_on_cu111,success,1,0.0,0.0,0.01596122788067289,0.01596122788067289
1.0,12,552,co_on_cu111,success,1,0.0,0.0,0.01596122788067289,0.01596122788067289
1.0,13,223,bulk_fe,success,1,0.0,0.0,0.01830583512292039,0.01830583512292039
1.0,14,203,bulk_fe,success,1,0.0,0.0,0.01830583512292039,0.01830583512292039
1.0,15,201,bulk_fe,success,1,0.0,0.0,0.01830583512292039,0.01830583512292039
1.0,16,207,bulk_fe,success,1,0.0,0.0,0.01830583512292039,0.01830583512292039
1.0,17,202,bulk_fe,success,1,0.0,0.0,0.01830583512292039,0.01830583512292039
